2019-02-18,00:53:11.258064,33
2019-02-18,00:53:12.963781,33
2019-02-18,00:53:13.062292,33
2019-02-18,00:53:13.164815,33
2019-02-18,00:53:13.263318,33
2019-02-18,00:53:13.361330,32
2019-02-18,00:53:13.463843,33
2019-02-18,00:53:13.562355,32
2019-02-18,00:53:13.664370,33
2019-02-18,00:53:13.762884,32
